Date,Drawdown
1998-08-13,-0.22118554470133223
1998-08-14,-0.22240865824238454
1998-08-17,-0.2262750882513037
1998-08-18,-0.2326341193154482
1998-08-19,-0.22916186807805294
1998-08-20,-0.21930160204331317
1998-08-21,-0.2233941051711945
1998-08-24,-0.221852170564939
1998-08-25,-0.21693073266752905
1998-08-27,-0.21621193608416167
1998-08-28,-0.22428100740712364
1998-08-31,-0.22306369061271125
1998-09-01,-0.2315907049202376
1998-09-02,-0.22815323416268263
1998-09-03,-0.22666347027618772
1998-09-04,-0.2224028614957445
1998-09-07,-0.21522069240871178
1998-09-08,-0.21188756309067802
1998-09-09,-0.21018331957850067
1998-09-10,-0.21038620571090272
1998-09-11,-0.2141482942803009
1998-09-14,-0.20700090567310847
1998-09-15,-0.2060502392241388
1998-09-16,-0.20696032844662804
1998-09-17,-0.20768492177663544
1998-09-18,-0.2095688644346545
1998-09-21,-0.2099572464595385
1998-09-22,-0.20982392128681715
1998-09-23,-0.20407934536651906
1998-09-24,-0.1965693736770714
1998-09-25,-0.1965693736770714
1998-09-28,-0.1965693736770714
1998-09-29,-0.1965693736770714
1998-09-30,-0.1965693736770714
1998-10-05,-0.1965693736770714
1998-10-06,-0.1965693736770714
1998-10-07,-0.1965693736770714
1998-10-08,-0.1965693736770714
1998-10-09,-0.1965693736770714
1998-10-12,-0.1965693736770714
1998-10-13,-0.1965693736770714
1998-10-14,-0.1965693736770714
1998-10-15,-0.1965693736770714
1998-10-16,-0.1965693736770714
1998-10-19,-0.1965693736770714
1998-10-20,-0.1965693736770714
1998-10-22,-0.1965693736770714
1998-10-23,-0.1965693736770714
1998-10-26,-0.1965693736770714
1998-10-27,-0.1965693736770714
1998-10-28,-0.1965693736770714
1998-10-29,-0.1965693736770714
1998-10-30,-0.1965693736770714
1998-10-31,-0.1965693736770714
1998-11-02,-0.1965693736770714
1998-11-03,-0.1965693736770714
1998-11-05,-0.1965693736770714
1998-11-06,-0.1965693736770714
1998-11-09,-0.1965693736770714
1998-11-10,-0.1965693736770714
1998-11-11,-0.1965693736770714
1998-11-12,-0.1965693736770714
1998-11-13,-0.1965693736770714
1998-11-16,-0.1965693736770714
1998-11-17,-0.1965693736770714
1998-11-18,-0.1965693736770714
1998-11-19,-0.1965693736770714
1998-11-20,-0.1965693736770714
1998-11-21,-0.1965693736770714
1998-11-23,-0.1965693736770714
1998-11-24,-0.1965693736770714
1998-11-26,-0.1965693736770714
1998-11-27,-0.1965693736770714
1998-11-28,-0.1965693736770714
1998-11-30,-0.1965693736770714
1998-12-01,-0.1965693736770714
1998-12-02,-0.1965693736770714
1998-12-03,-0.1965693736770714
1998-12-04,-0.1965693736770714
1998-12-07,-0.1965693736770714
1998-12-08,-0.1965693736770714
1998-12-09,-0.1965693736770714
1998-12-10,-0.1965693736770714
1998-12-11,-0.1965693736770714
1998-12-14,-0.1965693736770714
1998-12-15,-0.1965693736770714
1998-12-16,-0.1965693736770714
1998-12-17,-0.1965693736770714
1998-12-18,-0.1965693736770714
1998-12-21,-0.1965693736770714
1998-12-22,-0.1965693736770714
1998-12-23,-0.1965693736770714
1998-12-24,-0.1965693736770714
1998-12-28,-0.1965693736770714
1998-12-29,-0.1965693736770714
1998-12-30,-0.1965693736770714
1998-12-31,-0.1965693736770714
1999-01-01,-0.1965693736770714
1999-01-04,-0.1965693736770714
1999-01-05,-0.1965693736770714
1999-01-06,-0.1965693736770714
1999-01-07,-0.1965693736770714
1999-01-08,-0.1965693736770714
1999-01-11,-0.1965693736770714
1999-01-12,-0.1965693736770714
1999-01-13,-0.1965693736770714
1999-01-14,-0.1965693736770714
1999-01-15,-0.1965693736770714
1999-01-18,-0.1965693736770714
1999-01-19,-0.1965693736770714
1999-01-21,-0.1965693736770714
1999-01-22,-0.1965693736770714
1999-01-25,-0.1965693736770714
1999-01-27,-0.1965693736770714
1999-01-28,-0.1965693736770714
1999-01-29,-0.1965693736770714
1999-02-01,-0.1965693736770714
1999-02-02,-0.2027644745763506
1999-02-03,-0.19257975635110003
1999-02-04,-0.19822363450119385
1999-02-05,-0.19992721552804082
