index_name,tradedate,open,high,low,close
NSE500,2006-07-21,2437.45,2438.45,2381.05,2391.85
N500VALUE 50,2006-07-21,1046.88,1046.88,1025.47,1025.47
N500LOWVOL 50,2006-07-24,1462.28,1471.59,1462.28,1471.59
N500Q 50,2006-07-24,1318.37,1322.79,1318.37,1322.79
N500MOM 50,2006-07-24,1848.14,1848.14,1832.93,1832.93
NSE500,2006-07-24,2366.45,2417.55,2334.75,2410.7
N500VALUE 50,2006-07-24,1025.47,1034.37,1025.47,1034.37
N500LOWVOL 50,2006-07-25,1471.59,1500.36,1471.59,1500.36
N500VALUE 50,2006-07-25,1034.37,1057.95,1034.37,1057.95
N500MOM 50,2006-07-25,1832.93,1880.48,1832.93,1880.48
N500Q 50,2006-07-25,1322.79,1347.68,1322.79,1347.68
NSE500,2006-07-25,2431.45,2466.2,2431.45,2462.3
N500VALUE 50,2006-07-26,1057.95,1073.77,1057.95,1073.77
NSE500,2006-07-26,2468.4,2524.0,2453.5,2516.4
N500LOWVOL 50,2006-07-26,1500.36,1532.85,1500.36,1532.85
N500MOM 50,2006-07-26,1880.48,1929.07,1880.48,1929.07
N500Q 50,2006-07-26,1347.68,1373.36,1347.68,1373.36
N500LOWVOL 50,2006-07-27,1532.85,1552.83,1532.85,1552.83
N500Q 50,2006-07-27,1373.36,1384.93,1373.36,1384.93
N500MOM 50,2006-07-27,1929.07,1971.9,1929.07,1971.9
N500VALUE 50,2006-07-27,1073.77,1076.84,1073.77,1076.84
NSE500,2006-07-27,2537.05,2554.4,2518.8,2549.25
N500VALUE 50,2006-07-28,1076.84,1089.28,1076.84,1089.28
N500LOWVOL 50,2006-07-28,1552.83,1552.83,1549.67,1549.67
N500Q 50,2006-07-28,1384.93,1389.24,1384.93,1389.24
NSE500,2006-07-28,2551.75,2566.6,2530.25,2545.6
N500MOM 50,2006-07-28,1971.9,1993.22,1971.9,1993.22
N500Q 50,2006-07-31,1389.24,1395.09,1389.24,1395.09
N500LOWVOL 50,2006-07-31,1549.67,1556.35,1549.67,1556.35
N500VALUE 50,2006-07-31,1089.28,1100.1,1089.28,1100.1
NSE500,2006-07-31,2575.9,2588.75,2556.2,2562.55
N500MOM 50,2006-07-31,1993.22,2024.6,1993.22,2024.6
N500MOM 50,2006-08-01,2024.6,2024.6,2001.86,2001.86
NSE500,2006-08-01,2553.95,2570.35,2536.85,2559.65
N500Q 50,2006-08-01,1395.09,1395.09,1386.96,1386.96
N500LOWVOL 50,2006-08-01,1556.35,1556.35,1553.76,1553.76
N500VALUE 50,2006-08-01,1100.1,1100.1,1096.72,1096.72
N500VALUE 50,2006-08-02,1096.72,1113.13,1096.72,1113.13
NSE500,2006-08-02,2556.6,2596.35,2556.6,2592.7
N500MOM 50,2006-08-02,2001.86,2030.78,2001.86,2030.78
N500LOWVOL 50,2006-08-02,1553.76,1569.81,1553.76,1569.81
N500Q 50,2006-08-02,1386.96,1404.6,1386.96,1404.6
N500Q 50,2006-08-03,1404.6,1409.47,1404.6,1409.47
NSE500,2006-08-03,2605.35,2635.0,2591.55,2601.2
N500MOM 50,2006-08-03,2030.78,2039.24,2030.78,2039.24
N500LOWVOL 50,2006-08-03,1569.81,1570.97,1569.81,1570.97
N500VALUE 50,2006-08-03,1113.13,1122.56,1113.13,1122.56
NSE500,2006-08-04,2607.85,2624.65,2576.65,2588.35
N500VALUE 50,2006-08-04,1122.56,1122.56,1113.72,1113.72
N500Q 50,2006-08-04,1409.47,1409.47,1405.09,1405.09
N500LOWVOL 50,2006-08-04,1570.97,1570.97,1567.97,1567.97
N500MOM 50,2006-08-04,2039.24,2039.24,2030.78,2030.78
N500VALUE 50,2006-08-07,1113.72,1114.5,1113.72,1114.5
N500Q 50,2006-08-07,1405.09,1405.09,1395.43,1395.43
N500LOWVOL 50,2006-08-07,1567.97,1567.97,1561.23,1561.23
N500MOM 50,2006-08-07,2030.78,2030.78,2026.52,2026.52
NSE500,2006-08-07,2576.8,2590.9,2569.2,2576.5
N500MOM 50,2006-08-08,2026.52,2066.94,2026.52,2066.94
N500LOWVOL 50,2006-08-08,1561.23,1582.76,1561.23,1582.76
N500Q 50,2006-08-08,1395.43,1420.03,1395.43,1420.03
NSE500,2006-08-08,2584.4,2621.5,2584.4,2620.35
N500VALUE 50,2006-08-08,1114.5,1132.04,1114.5,1132.04
NSE500,2006-08-09,2611.65,2663.15,2609.55,2656.25
N500VALUE 50,2006-08-09,1132.04,1149.96,1132.04,1149.96
N500MOM 50,2006-08-09,2066.94,2103.4,2066.94,2103.4
N500LOWVOL 50,2006-08-09,1582.76,1604.35,1582.76,1604.35
N500Q 50,2006-08-09,1420.03,1444.42,1420.03,1444.42
NSE500,2006-08-10,2657.5,2679.0,2648.8,2674.1
N500LOWVOL 50,2006-08-10,1604.35,1609.95,1604.35,1609.95
N500MOM 50,2006-08-10,2103.4,2144.49,2103.4,2144.49
N500Q 50,2006-08-10,1444.42,1450.38,1444.42,1450.38
N500VALUE 50,2006-08-10,1149.96,1166.49,1149.96,1166.49
N500LOWVOL 50,2006-08-11,1609.95,1618.01,1609.95,1618.01
NSE500,2006-08-11,2687.2,2703.9,2665.05,2692.65
N500Q 50,2006-08-11,1450.38,1463.32,1450.38,1463.32
N500VALUE 50,2006-08-11,1166.49,1180.44,1166.49,1180.44
N500MOM 50,2006-08-11,2144.49,2163.68,2144.49,2163.68
NSE500,2006-08-14,2711.6,2732.8,2708.95,2730.1
N500Q 50,2006-08-14,1463.32,1477.89,1463.32,1477.89
N500LOWVOL 50,2006-08-14,1618.01,1639.16,1618.01,1639.16
N500VALUE 50,2006-08-14,1180.44,1202.69,1180.44,1202.69
N500MOM 50,2006-08-14,2163.68,2200.51,2163.68,2200.51
N500LOWVOL 50,2006-08-16,1639.16,1665.3,1639.16,1665.3
N500MOM 50,2006-08-16,2200.51,2233.9,2200.51,2233.9
N500Q 50,2006-08-16,1477.89,1494.78,1477.89,1494.78
N500VALUE 50,2006-08-16,1202.69,1238.61,1202.69,1238.61
NSE500,2006-08-16,2763.2,2783.95,2763.2,2768.25
N500VALUE 50,2006-08-17,1238.61,1238.61,1221.53,1221.53
N500LOWVOL 50,2006-08-17,1665.3,1665.3,1658.79,1658.79
N500MOM 50,2006-08-17,2233.9,2233.9,2224.38,2224.38
N500Q 50,2006-08-17,1494.78,1494.78,1490.76,1490.76
NSE500,2006-08-17,2790.65,2791.85,2740.9,2760.25
N500MOM 50,2006-08-18,2224.38,2240.05,2224.38,2240.05
N500Q 50,2006-08-18,1490.76,1497.82,1490.76,1497.82
N500VALUE 50,2006-08-18,1221.53,1229.59,1221.53,1229.59
N500LOWVOL 50,2006-08-18,1658.79,1672.94,1658.79,1672.94
NSE500,2006-08-18,2767.1,2774.5,2753.25,2767.4
N500Q 50,2006-08-21,1497.82,1499.43,1497.82,1499.43
N500LOWVOL 50,2006-08-21,1672.94,1681.21,1672.94,1681.21
N500VALUE 50,2006-08-21,1229.59,1247.03,1229.59,1247.03
NSE500,2006-08-21,2768.4,2782.85,2753.1,2779.85
N500MOM 50,2006-08-21,2240.05,2248.81,2240.05,2248.81
N500MOM 50,2006-08-22,2248.81,2248.81,2233.4,2233.4
NSE500,2006-08-22,2780.05,2808.05,2767.65,2775.75
N500VALUE 50,2006-08-22,1247.03,1247.03,1239.0,1239.0
N500Q 50,2006-08-22,1499.43,1499.43,1499.07,1499.07
N500LOWVOL 50,2006-08-22,1681.21,1681.21,1677.3,1677.3
NSE500,2006-08-23,2774.4,2781.7,2743.0,2750.45
N500VALUE 50,2006-08-23,1239.0,1239.0,1226.93,1226.93
N500Q 50,2006-08-23,1499.07,1499.07,1482.63,1482.63
N500LOWVOL 50,2006-08-23,1677.3,1677.3,1656.83,1656.83
N500MOM 50,2006-08-23,2233.4,2233.4,2194.48,2194.48
N500VALUE 50,2006-08-24,1226.93,1233.29,1226.93,1233.29
N500LOWVOL 50,2006-08-24,1656.83,1669.31,1656.83,1669.31
NSE500,2006-08-24,2731.0,2781.5,2724.75,2776.05
N500Q 50,2006-08-24,1482.63,1492.12,1482.63,1492.12
N500MOM 50,2006-08-24,2194.48,2209.08,2194.48,2209.08
NSE500,2006-08-25,2792.75,2805.05,2785.3,2793.7
N500LOWVOL 50,2006-08-25,1669.31,1680.54,1669.31,1680.54
N500Q 50,2006-08-25,1492.12,1499.16,1492.12,1499.16
N500VALUE 50,2006-08-25,1233.29,1243.77,1233.29,1243.77
N500MOM 50,2006-08-25,2209.08,2226.24,2209.08,2226.24
N500Q 50,2006-08-28,1499.16,1508.78,1499.16,1508.78
N500LOWVOL 50,2006-08-28,1680.54,1687.95,1680.54,1687.95
N500VALUE 50,2006-08-28,1243.77,1258.61,1243.77,1258.61
N500MOM 50,2006-08-28,2226.24,2229.23,2226.24,2229.23
NSE500,2006-08-28,2794.35,2809.65,2792.3,2806.85
NSE500,2006-08-29,2826.85,2834.95,2822.05,2826.45
N500Q 50,2006-08-29,1508.78,1514.25,1508.78,1514.25
N500LOWVOL 50,2006-08-29,1687.95,1697.84,1687.95,1697.84
N500VALUE 50,2006-08-29,1258.61,1258.61,1258.6,1258.6
N500MOM 50,2006-08-29,2229.23,2235.21,2229.23,2235.21
NSE500,2006-08-30,2837.2,2837.2,2810.3,2825.9
N500Q 50,2006-08-30,1514.25,1514.25,1511.65,1511.65
N500VALUE 50,2006-08-30,1258.6,1263.33,1258.6,1263.33
N500LOWVOL 50,2006-08-30,1697.84,1703.52,1697.84,1703.52
N500MOM 50,2006-08-30,2235.21,2235.21,2221.74,2221.74
N500Q 50,2006-08-31,1511.65,1511.65,1495.08,1495.08
N500LOWVOL 50,2006-08-31,1703.52,1703.52,1697.9,1697.9
NSE500,2006-08-31,2840.5,2842.15,2802.9,2807.95
N500VALUE 50,2006-08-31,1263.33,1263.33,1247.43,1247.43
N500MOM 50,2006-08-31,2221.74,2221.74,2211.44,2211.44
N500MOM 50,2006-09-01,2211.44,2236.12,2211.44,2236.12
N500Q 50,2006-09-01,1495.08,1504.74,1495.08,1504.74
N500VALUE 50,2006-09-01,1247.43,1261.31,1247.43,1261.31
N500LOWVOL 50,2006-09-01,1697.9,1714.73,1697.9,1714.73
NSE500,2006-09-01,2810.55,2830.1,2801.85,2828.3
N500Q 50,2006-09-04,1504.74,1525.63,1504.74,1525.63
N500VALUE 50,2006-09-04,1261.31,1287.42,1261.31,1287.42
NSE500,2006-09-04,2846.35,2869.85,2846.35,2865.95
N500LOWVOL 50,2006-09-04,1714.73,1731.29,1714.73,1731.29
N500MOM 50,2006-09-04,2236.12,2267.99,2236.12,2267.99
N500LOWVOL 50,2006-09-05,1731.29,1731.29,1729.68,1729.68
NSE500,2006-09-05,2873.8,2877.35,2858.9,2871.9
N500MOM 50,2006-09-05,2267.99,2273.12,2267.99,2273.12
N500VALUE 50,2006-09-05,1287.42,1294.09,1287.42,1294.09
N500Q 50,2006-09-05,1525.63,1525.63,1524.75,1524.75
N500LOWVOL 50,2006-09-06,1729.68,1731.07,1729.68,1731.07
N500MOM 50,2006-09-06,2273.12,2285.75,2273.12,2285.75
N500Q 50,2006-09-06,1524.75,1533.47,1524.75,1533.47
NSE500,2006-09-06,2876.7,2892.75,2872.3,2882.85
N500VALUE 50,2006-09-06,1294.09,1306.82,1294.09,1306.82
N500LOWVOL 50,2006-09-07,1731.07,1731.07,1718.98,1718.98
NSE500,2006-09-07,2867.25,2880.85,2854.15,2866.3
N500VALUE 50,2006-09-07,1306.82,1306.82,1295.2,1295.2
N500MOM 50,2006-09-07,2285.75,2285.75,2278.84,2278.84
N500Q 50,2006-09-07,1533.47,1533.47,1524.79,1524.79
N500LOWVOL 50,2006-09-08,1718.98,1731.09,1718.98,1731.09
N500Q 50,2006-09-08,1524.79,1527.61,1524.79,1527.61
N500MOM 50,2006-09-08,2278.84,2297.34,2278.84,2297.34
N500VALUE 50,2006-09-08,1295.2,1310.24,1295.2,1310.24
NSE500,2006-09-08,2874.85,2889.8,2865.0,2884.3
N500LOWVOL 50,2006-09-11,1731.09,1731.09,1683.98,1683.98
NSE500,2006-09-11,2894.35,2894.35,2784.9,2794.8
N500MOM 50,2006-09-11,2297.34,2297.34,2217.35,2217.35
N500VALUE 50,2006-09-11,1310.24,1310.24,1267.56,1267.56
N500Q 50,2006-09-11,1527.61,1527.61,1479.62,1479.62
N500LOWVOL 50,2006-09-12,1683.98,1697.13,1683.98,1697.13
N500MOM 50,2006-09-12,2217.35,2237.46,2217.35,2237.46
N500Q 50,2006-09-12,1479.62,1489.62,1479.62,1489.62
NSE500,2006-09-12,2800.45,2823.25,2765.15,2820.45
N500VALUE 50,2006-09-12,1267.56,1281.96,1267.56,1281.96
N500LOWVOL 50,2006-09-13,1697.13,1730.68,1697.13,1730.68
N500Q 50,2006-09-13,1489.62,1510.35,1489.62,1510.35
N500MOM 50,2006-09-13,2237.46,2270.62,2237.46,2270.62
NSE500,2006-09-13,2855.15,2888.0,2852.55,2878.1
N500VALUE 50,2006-09-13,1281.96,1313.03,1281.96,1313.03
N500MOM 50,2006-09-14,2270.62,2282.13,2270.62,2282.13
N500VALUE 50,2006-09-14,1313.03,1324.82,1313.03,1324.82
N500Q 50,2006-09-14,1510.35,1515.85,1510.35,1515.85
NSE500,2006-09-14,2898.0,2904.9,2880.2,2894.75
N500LOWVOL 50,2006-09-14,1730.68,1735.73,1730.68,1735.73
N500MOM 50,2006-09-15,2282.13,2292.64,2282.13,2292.64
NSE500,2006-09-15,2896.35,2906.5,2867.55,2898.9
N500Q 50,2006-09-15,1515.85,1518.97,1515.85,1518.97
N500LOWVOL 50,2006-09-15,1735.73,1735.98,1735.73,1735.98
N500VALUE 50,2006-09-15,1324.82,1324.82,1322.16,1322.16
N500LOWVOL 50,2006-09-18,1735.98,1748.97,1735.98,1748.97
N500VALUE 50,2006-09-18,1322.16,1330.13,1322.16,1330.13
NSE500,2006-09-18,2913.85,2922.45,2906.15,2911.6
N500MOM 50,2006-09-18,2292.64,2307.8,2292.64,2307.8
N500Q 50,2006-09-18,1518.97,1525.71,1518.97,1525.71
N500MOM 50,2006-09-19,2307.8,2307.8,2273.08,2273.08
N500VALUE 50,2006-09-19,1330.13,1330.13,1310.92,1310.92
N500Q 50,2006-09-19,1525.71,1525.71,1509.63,1509.63
N500LOWVOL 50,2006-09-19,1748.97,1748.97,1735.97,1735.97
NSE500,2006-09-19,2920.7,2927.7,2864.6,2878.9
N500MOM 50,2006-09-20,2273.08,2287.56,2273.08,2287.56
N500LOWVOL 50,2006-09-20,1735.97,1749.56,1735.97,1749.56
N500Q 50,2006-09-20,1509.63,1522.69,1509.63,1522.69
N500VALUE 50,2006-09-20,1310.92,1317.95,1310.92,1317.95
NSE500,2006-09-20,2856.75,2914.1,2852.5,2910.2
N500LOWVOL 50,2006-09-21,1749.56,1772.79,1749.56,1772.79
N500Q 50,2006-09-21,1522.69,1539.99,1522.69,1539.99
N500VALUE 50,2006-09-21,1317.95,1329.75,1317.95,1329.75
N500MOM 50,2006-09-21,2287.56,2319.14,2287.56,2319.14
NSE500,2006-09-21,2929.4,2947.75,2929.4,2945.1
N500VALUE 50,2006-09-22,1329.75,1329.75,1321.32,1321.32
N500LOWVOL 50,2006-09-22,1772.79,1772.79,1764.72,1764.72
N500MOM 50,2006-09-22,2319.14,2319.14,2318.13,2318.13
N500Q 50,2006-09-22,1539.99,1539.99,1528.64,1528.64
NSE500,2006-09-22,2929.85,2952.95,2920.5,2934.65
NSE500,2006-09-25,2942.15,2943.65,2914.55,2920.0
N500Q 50,2006-09-25,1528.64,1528.64,1520.11,1520.11
N500LOWVOL 50,2006-09-25,1764.72,1764.72,1757.44,1757.44
N500VALUE 50,2006-09-25,1321.32,1324.12,1321.32,1324.12
N500MOM 50,2006-09-25,2318.13,2318.13,2301.47,2301.47
N500VALUE 50,2006-09-26,1324.12,1332.22,1324.12,1332.22
NSE500,2006-09-26,2935.1,2953.25,2917.05,2950.8
N500MOM 50,2006-09-26,2301.47,2320.04,2301.47,2320.04
N500Q 50,2006-09-26,1520.11,1534.28,1520.11,1534.28
N500LOWVOL 50,2006-09-26,1757.44,1776.84,1757.44,1776.84
N500MOM 50,2006-09-27,2320.04,2331.88,2320.04,2331.88
N500LOWVOL 50,2006-09-27,1776.84,1782.97,1776.84,1782.97
N500Q 50,2006-09-27,1534.28,1536.88,1534.28,1536.88
N500VALUE 50,2006-09-27,1332.22,1344.89,1332.22,1344.89
NSE500,2006-09-27,2970.85,2976.75,2954.95,2963.4
N500LOWVOL 50,2006-09-28,1782.97,1789.95,1782.97,1789.95
N500Q 50,2006-09-28,1536.88,1536.88,1535.15,1535.15
NSE500,2006-09-28,2971.35,2973.1,2955.05,2965.5
N500MOM 50,2006-09-28,2331.88,2331.88,2326.37,2326.37
N500VALUE 50,2006-09-28,1344.89,1358.46,1344.89,1358.46
N500VALUE 50,2006-09-29,1358.46,1363.36,1358.46,1363.36
N500MOM 50,2006-09-29,2326.37,2356.52,2326.37,2356.52
N500Q 50,2006-09-29,1535.15,1545.18,1535.15,1545.18
NSE500,2006-09-29,2978.05,2994.25,2971.85,2988.25
N500LOWVOL 50,2006-09-29,1789.95,1795.08,1789.95,1795.08
N500LOWVOL 50,2006-10-03,1795.08,1795.08,1784.41,1784.41
N500MOM 50,2006-10-03,2356.52,2356.52,2348.47,2348.47
NSE500,2006-10-03,2994.55,3005.85,2978.45,2985.0
N500VALUE 50,2006-10-03,1363.36,1367.81,1363.36,1367.81
N500Q 50,2006-10-03,1545.18,1545.18,1541.81,1541.81
N500LOWVOL 50,2006-10-04,1784.41,1784.41,1761.27,1761.27
N500MOM 50,2006-10-04,2348.47,2348.47,2326.71,2326.71
NSE500,2006-10-04,2994.35,2997.6,2943.25,2948.8
N500VALUE 50,2006-10-04,1367.81,1367.81,1361.71,1361.71
N500Q 50,2006-10-04,1541.81,1541.81,1525.33,1525.33
N500MOM 50,2006-10-05,2326.71,2366.78,2326.71,2366.78
NSE500,2006-10-05,2951.15,2998.5,2951.15,2993.35
N500VALUE 50,2006-10-05,1361.71,1391.04,1361.71,1391.04
N500LOWVOL 50,2006-10-05,1761.27,1788.96,1761.27,1788.96
N500Q 50,2006-10-05,1525.33,1550.39,1525.33,1550.39
N500Q 50,2006-10-06,1550.39,1554.13,1550.39,1554.13
N500MOM 50,2006-10-06,2366.78,2377.4,2366.78,2377.4
N500LOWVOL 50,2006-10-06,1788.96,1788.96,1786.77,1786.77
NSE500,2006-10-06,3005.9,3011.6,2993.5,3002.65
N500VALUE 50,2006-10-06,1391.04,1413.96,1391.04,1413.96
N500MOM 50,2006-10-09,2377.4,2390.56,2377.4,2390.56
NSE500,2006-10-09,2988.05,3018.4,2978.55,3003.75
N500VALUE 50,2006-10-09,1413.96,1413.96,1409.62,1409.62
N500LOWVOL 50,2006-10-09,1786.77,1787.55,1786.77,1787.55
N500Q 50,2006-10-09,1554.13,1557.52,1554.13,1557.52
N500LOWVOL 50,2006-10-10,1787.55,1787.55,1787.33,1787.33
N500Q 50,2006-10-10,1557.52,1558.26,1557.52,1558.26
N500MOM 50,2006-10-10,2390.56,2390.56,2389.81,2389.81
NSE500,2006-10-10,3019.9,3031.45,3000.95,3007.55
N500VALUE 50,2006-10-10,1409.62,1409.62,1407.39,1407.39
NSE500,2006-10-11,3026.6,3037.1,2977.15,2987.4
N500MOM 50,2006-10-11,2389.81,2389.81,2364.29,2364.29
N500LOWVOL 50,2006-10-11,1787.33,1787.33,1784.29,1784.29
N500Q 50,2006-10-11,1558.26,1558.26,1547.01,1547.01
N500VALUE 50,2006-10-11,1407.39,1407.39,1384.54,1384.54
NSE500,2006-10-12,2996.7,3036.4,2983.45,3032.6
N500LOWVOL 50,2006-10-12,1784.29,1803.57,1784.29,1803.57
N500Q 50,2006-10-12,1547.01,1567.47,1547.01,1567.47
N500VALUE 50,2006-10-12,1384.54,1412.8,1384.54,1412.8
N500MOM 50,2006-10-12,2364.29,2401.45,2364.29,2401.45
N500VALUE 50,2006-10-13,1412.8,1412.8,1409.25,1409.25
NSE500,2006-10-13,3063.05,3069.75,3057.15,3064.9
N500MOM 50,2006-10-13,2401.45,2435.48,2401.45,2435.48
N500LOWVOL 50,2006-10-13,1803.57,1819.9,1803.57,1819.9
N500Q 50,2006-10-13,1567.47,1581.62,1567.47,1581.62
N500Q 50,2006-10-16,1581.62,1591.98,1581.62,1591.98
N500MOM 50,2006-10-16,2435.48,2451.65,2435.48,2451.65
NSE500,2006-10-16,3078.0,3099.6,3077.45,3090.25
N500VALUE 50,2006-10-16,1409.25,1409.25,1405.59,1405.59
N500LOWVOL 50,2006-10-16,1819.9,1842.93,1819.9,1842.93
N500MOM 50,2006-10-17,2451.65,2451.65,2438.62,2438.62
NSE500,2006-10-17,3101.75,3101.75,3065.75,3077.85
N500LOWVOL 50,2006-10-17,1842.93,1842.93,1832.0,1832.0
N500VALUE 50,2006-10-17,1405.59,1405.59,1396.13,1396.13
N500Q 50,2006-10-17,1591.98,1591.98,1591.33,1591.33
N500Q 50,2006-10-18,1591.33,1591.82,1591.33,1591.82
N500MOM 50,2006-10-18,2438.62,2438.62,2435.8,2435.8
NSE500,2006-10-18,3076.3,3088.7,3072.2,3076.05
N500LOWVOL 50,2006-10-18,1832.0,1833.32,1832.0,1833.32
N500VALUE 50,2006-10-18,1396.13,1399.25,1396.13,1399.25
N500LOWVOL 50,2006-10-19,1833.32,1833.32,1824.38,1824.38
N500Q 50,2006-10-19,1591.82,1591.82,1582.8,1582.8
N500MOM 50,2006-10-19,2435.8,2435.8,2426.67,2426.67
N500VALUE 50,2006-10-19,1399.25,1399.25,1392.26,1392.26
NSE500,2006-10-19,3088.5,3088.9,3035.3,3051.35
N500MOM 50,2006-10-20,2426.67,2438.13,2426.67,2438.13
N500VALUE 50,2006-10-20,1392.26,1392.26,1391.88,1391.88
NSE500,2006-10-20,3065.85,3082.7,3049.45,3057.05
N500Q 50,2006-10-20,1582.8,1584.28,1582.8,1584.28
N500LOWVOL 50,2006-10-20,1824.38,1826.18,1824.38,1826.18
N500LOWVOL 50,2006-10-21,1826.18,1833.98,1826.18,1833.98
N500MOM 50,2006-10-21,2438.13,2459.29,2438.13,2459.29
N500VALUE 50,2006-10-21,1391.88,1400.72,1391.88,1400.72
N500Q 50,2006-10-21,1584.28,1593.5,1584.28,1593.5
NSE500,2006-10-21,3076.1,3081.75,3066.55,3069.9
N500Q 50,2006-10-23,1593.5,1593.5,1578.1,1578.1
N500LOWVOL 50,2006-10-23,1833.98,1833.98,1818.61,1818.61
N500MOM 50,2006-10-23,2459.29,2459.29,2443.63,2443.63
NSE500,2006-10-23,3075.9,3075.9,3044.35,3048.05
N500VALUE 50,2006-10-23,1400.72,1400.72,1396.99,1396.99
N500LOWVOL 50,2006-10-26,1818.61,1836.07,1818.61,1836.07
NSE500,2006-10-26,3053.4,3069.55,3048.75,3064.45
N500Q 50,2006-10-26,1578.1,1587.47,1578.1,1587.47
N500MOM 50,2006-10-26,2443.63,2470.36,2443.63,2470.36
N500VALUE 50,2006-10-26,1396.99,1400.7,1396.99,1400.7
N500MOM 50,2006-10-27,2470.36,2507.62,2470.36,2507.62
N500LOWVOL 50,2006-10-27,1836.07,1859.14,1836.07,1859.14
NSE500,2006-10-27,3082.85,3114.1,3082.85,3111.3
N500Q 50,2006-10-27,1587.47,1604.91,1587.47,1604.91
N500VALUE 50,2006-10-27,1400.7,1420.95,1400.7,1420.95
N500LOWVOL 50,2006-10-30,1859.14,1877.51,1859.14,1877.51
NSE500,2006-10-30,3109.1,3133.9,3102.0,3130.65
N500VALUE 50,2006-10-30,1420.95,1420.95,1416.33,1416.33
N500Q 50,2006-10-30,1604.91,1604.91,1599.92,1599.92
N500MOM 50,2006-10-30,2507.62,2517.99,2507.62,2517.99
N500VALUE 50,2006-10-31,1416.33,1416.33,1404.9,1404.9
N500LOWVOL 50,2006-10-31,1877.51,1877.51,1867.53,1867.53
NSE500,2006-10-31,3143.4,3145.2,3100.5,3114.55
N500Q 50,2006-10-31,1599.92,1599.92,1594.96,1594.96
N500MOM 50,2006-10-31,2517.99,2517.99,2507.87,2507.87
N500Q 50,2006-11-01,1594.96,1600.48,1594.96,1600.48
NSE500,2006-11-01,3130.9,3135.2,3113.55,3130.45
N500MOM 50,2006-11-01,2507.87,2519.89,2507.87,2519.89
N500VALUE 50,2006-11-01,1404.9,1414.14,1404.9,1414.14
N500LOWVOL 50,2006-11-01,1867.53,1874.9,1867.53,1874.9
N500Q 50,2006-11-02,1600.48,1602.23,1600.48,1602.23
N500MOM 50,2006-11-02,2519.89,2537.28,2519.89,2537.28
N500LOWVOL 50,2006-11-02,1874.9,1879.93,1874.9,1879.93
N500VALUE 50,2006-11-02,1414.14,1414.14,1412.92,1412.92
NSE500,2006-11-02,3131.25,3159.4,3129.65,3150.4
N500MOM 50,2006-11-03,2537.28,2551.11,2537.28,2551.11
N500VALUE 50,2006-11-03,1412.92,1412.92,1406.21,1406.21
N500Q 50,2006-11-03,1602.23,1602.23,1598.69,1598.69
NSE500,2006-11-03,3156.8,3163.1,3137.45,3161.4
N500LOWVOL 50,2006-11-03,1879.93,1884.07,1879.93,1884.07
N500VALUE 50,2006-11-06,1406.21,1406.21,1405.73,1405.73
NSE500,2006-11-06,3165.05,3178.9,3159.2,3173.05
N500Q 50,2006-11-06,1598.69,1612.36,1598.69,1612.36
N500LOWVOL 50,2006-11-06,1884.07,1888.77,1884.07,1888.77
N500MOM 50,2006-11-06,2551.11,2574.55,2551.11,2574.55
N500MOM 50,2006-11-07,2574.55,2577.54,2574.55,2577.54
NSE500,2006-11-07,3196.1,3196.1,3162.3,3167.05
N500LOWVOL 50,2006-11-07,1888.77,1889.99,1888.77,1889.99
N500Q 50,2006-11-07,1612.36,1612.36,1610.04,1610.04
N500VALUE 50,2006-11-07,1405.73,1405.73,1394.67,1394.67
N500VALUE 50,2006-11-08,1394.67,1394.67,1378.15,1378.15
N500MOM 50,2006-11-08,2577.54,2577.54,2546.1,2546.1
NSE500,2006-11-08,3170.65,3177.15,3110.15,3141.4
N500Q 50,2006-11-08,1610.04,1610.04,1592.97,1592.97
N500LOWVOL 50,2006-11-08,1889.99,1889.99,1884.43,1884.43
NSE500,2006-11-09,3156.55,3167.45,3139.2,3156.2
N500MOM 50,2006-11-09,2546.1,2548.03,2546.1,2548.03
N500Q 50,2006-11-09,1592.97,1606.72,1592.97,1606.72
N500VALUE 50,2006-11-09,1378.15,1380.54,1378.15,1380.54
N500LOWVOL 50,2006-11-09,1884.43,1896.17,1884.43,1896.17
N500Q 50,2006-11-10,1606.72,1618.53,1606.72,1618.53
NSE500,2006-11-10,3164.75,3190.8,3152.15,3186.7
N500VALUE 50,2006-11-10,1380.54,1385.16,1380.54,1385.16
N500LOWVOL 50,2006-11-10,1896.17,1911.94,1896.17,1911.94
N500MOM 50,2006-11-10,2548.03,2576.85,2548.03,2576.85
N500Q 50,2006-11-13,1618.53,1620.78,1618.53,1620.78
N500VALUE 50,2006-11-13,1385.16,1385.16,1384.47,1384.47
N500LOWVOL 50,2006-11-13,1911.94,1928.39,1911.94,1928.39
NSE500,2006-11-13,3195.55,3217.1,3192.45,3215.4
N500MOM 50,2006-11-13,2576.85,2599.75,2576.85,2599.75
N500LOWVOL 50,2006-11-14,1928.39,1935.34,1928.39,1935.34
N500MOM 50,2006-11-14,2599.75,2599.75,2585.48,2585.48
N500Q 50,2006-11-14,1620.78,1620.78,1615.32,1615.32
N500VALUE 50,2006-11-14,1384.47,1384.47,1382.88,1382.88
NSE500,2006-11-14,3233.6,3236.8,3206.25,3216.85
NSE500,2006-11-15,3233.8,3233.8,3205.85,3225.65
N500Q 50,2006-11-15,1615.32,1615.32,1610.3,1610.3
