Final Value,CAGR,Volatility,MaxDD,Information Ratio,UpCapture,DownCapture,1Y Avg Outperformance,1Y Worst Underperformance,3Y Avg Outperformance,3Y Worst Underperformance,5Y Avg Outperformance,5Y Worst Underperformance
60773610.40665669,0.10701889685054611,0.1554712798060714,-0.3648874659187157,-0.11016073706248443,4.263218438612761e-06,0.9999999673213278,-0.028699163373993967,-0.8803662802940275,-0.055015070660136875,-1.5024216796744074,-0.0860030830350047,-3.3078812296633187
