Date,Roll_1Y,Roll_3Y,Roll_5Y
2002-07-09,-7.033668943945415e-06,2.2849530751933855e-06,-3.418809599198269e-06
2002-07-10,-6.733277725379239e-06,2.781050694955489e-06,-3.1353931193578433e-06
2002-07-11,-6.483918947308709e-06,3.259469938954318e-06,-2.390419337139349e-06
2002-07-12,-6.2029219776160716e-06,3.4575751165499824e-06,-2.750661571848667e-06
2002-07-15,-5.275441339769316e-06,5.096726798048401e-06,-1.0974079509562529e-06
2002-07-16,-3.1469526642347034e-06,5.6149977972763665e-06,-1.3716444557942964e-07
2002-07-17,-2.9943257759956765e-06,6.381154972312508e-06,6.643203293021926e-07
2002-07-18,-3.6925822652911222e-06,5.3819565299928485e-06,-1.0876408840232443e-07
2002-07-19,-3.5277706096348282e-06,5.808313963573397e-06,1.6488528897795618e-07
2002-07-22,-2.223103772402979e-06,7.140847296360775e-06,1.4354541855166048e-06
2002-07-23,-3.2951597919161912e-06,6.1625556088129585e-06,1.1559231909430423e-06
2002-07-24,-2.8786189345542113e-06,7.185997612846329e-06,2.845923154137786e-06
2002-07-25,-3.099265452055633e-06,7.43496383193154e-06,2.911139841299537e-06
2002-07-26,-2.0772472559826838e-06,8.071067968073997e-06,3.6407245785907705e-06
2002-07-29,-2.1826566762861432e-06,8.189809670322568e-06,3.3825556330357998e-06
2002-07-30,-1.947012471914533e-06,8.413794004069608e-06,3.929592172102758e-06
2002-07-31,-1.9091855416597525e-06,8.720912944903958e-06,3.7623019160104576e-06
2002-08-01,-1.4635743887936314e-06,8.692285569988911e-06,3.7821434669682574e-06
2002-08-02,-7.986657286629395e-07,8.468132016714591e-06,3.089844122672325e-06
2002-08-05,-1.4952004172563704e-06,7.806283481293086e-06,3.058443146519707e-06
2002-08-06,-1.3885010576863976e-06,7.767410737158364e-06,3.3120162720168267e-06
2002-08-07,-1.2003878970823223e-06,8.326375430023347e-06,3.7637271402823913e-06
2002-08-08,-2.6699335919921907e-07,8.785064160465872e-06,4.363024171505359e-06
2002-08-09,-9.153187479071789e-07,8.564904995234102e-06,3.789625520722595e-06
2002-08-12,-1.5151274186386843e-06,8.580317446549302e-06,3.582372928301325e-06
2002-08-13,-1.9856161024289776e-06,8.16537315484478e-06,3.615657612754397e-06
2002-08-14,-2.16878011860544e-06,8.346439519857363e-06,3.886111398565539e-06
2002-08-16,-2.9149649944937295e-06,8.154700620432997e-06,3.99853161947572e-06
2002-08-19,-2.4023153140095843e-06,7.87149034686685e-06,4.2203661118067615e-06
2002-08-20,-2.6208313455011734e-06,8.0055887439201e-06,4.868916548050883e-06
2002-08-21,-3.218766246648741e-06,8.354550908307168e-06,5.329419913158162e-06
2002-08-22,-3.0067584158022242e-06,9.102646133074543e-06,5.377465773004353e-06
2002-08-23,-3.2935360858576956e-06,8.646031296799528e-06,4.668813100017211e-06
2002-08-26,-3.435573230570199e-06,8.63763383296412e-06,4.068396608269964e-06
2002-08-27,-2.6553206331492163e-06,9.190534418834773e-06,4.968791247672577e-06
2002-08-28,-2.253641541827278e-06,9.39062624538689e-06,4.6954838603952e-06
2002-08-29,-2.0232395490094035e-06,9.360344830344758e-06,4.5447774238427385e-06
2002-08-30,-3.0188095982985885e-06,9.275504716743654e-06,3.492167086505127e-06
2002-09-02,-3.237392105504e-06,9.296081327270223e-06,2.360048824145977e-06
2002-09-03,-3.8716795285331784e-06,9.405597478195915e-06,3.062058906433407e-06
2002-09-04,-4.5142637994377566e-06,9.191701188959733e-06,2.231128137464289e-06
2002-09-05,-4.257229470061574e-06,9.061452706515816e-06,1.2102187437745826e-06
2002-09-06,-4.256500349297809e-06,8.97680232758713e-06,2.2129212045030044e-06
2002-09-09,-4.023348356030354e-06,9.350575797428817e-06,2.79233346989205e-06
2002-09-11,-3.754444182657579e-06,9.614656598544435e-06,1.5828853132671128e-06
2002-09-12,-4.2995026261483105e-06,9.416016345853429e-06,3.4661480163844516e-07
2002-09-13,-4.00221700269654e-06,9.891010957607804e-06,1.2935544907444196e-06
2002-09-16,-5.921797636476711e-06,1.0097362800109977e-05,1.7805625349698317e-06
2002-09-17,-7.182381880577182e-06,9.94192081393841e-06,1.6907727662385241e-06
2002-09-18,-1.1044994861375557e-05,1.006975165385171e-05,2.4516652087358537e-06
2002-09-19,-1.6466804374504207e-05,1.0288926382884256e-05,2.9846694293844678e-06
2002-09-20,-1.3313663474123771e-05,1.0105287381878547e-05,3.75032170440992e-06
2002-09-23,-1.2897377651865938e-05,1.0264056010900191e-05,3.4101037799105782e-06
2002-09-24,-1.3490087731327094e-05,1.0390699855533647e-05,3.660024374463333e-06
2002-09-25,-1.796070492643409e-05,1.0252562379631236e-05,3.195177614712108e-06
2002-09-26,-1.5425710238048396e-05,1.0644057085062997e-05,2.8940762015761123e-06
2002-09-27,-1.7023822992179305e-05,1.0741596801144837e-05,2.8194751131582763e-06
2002-09-30,-1.381687518153818e-05,1.1239882980462745e-05,3.3747306189546578e-06
2002-10-01,-1.277048925230062e-05,1.1272128501271794e-05,2.9933458252084932e-06
2002-10-03,-1.0331177551448079e-05,1.1237794229845832e-05,2.6863137811972138e-06
2002-10-04,-1.0894081319268167e-05,1.1518668028509538e-05,2.024144542311923e-06
2002-10-07,-1.3637929430654339e-05,1.1103312379745489e-05,8.3056386246394e-07
2002-10-08,-1.2525219058368009e-05,1.0853098543650574e-05,9.79918593602136e-07
2002-10-09,-1.1823136578881233e-05,1.062862640088813e-05,1.3077208332878953e-06
2002-10-10,-1.348369114539949e-05,1.0693809607498217e-05,1.5803260476898728e-06
2002-10-11,-1.3748611443098468e-05,1.0464447816160849e-05,1.1511137838482455e-06
2002-10-14,-1.1335403225176677e-05,1.113656223994397e-05,1.289884470456748e-06
2002-10-16,-9.934731800997909e-06,1.1324277099045155e-05,1.1037831018079203e-06
2002-10-17,-9.567829015733054e-06,1.1329691075756543e-05,1.1201153891082782e-06
2002-10-18,-9.80752387036432e-06,1.133171342670991e-05,2.564539857141668e-07
2002-10-21,-8.461582013730151e-06,1.1534193133710957e-05,5.405578689110513e-07
2002-10-22,-6.1543208107472935e-06,1.1903683750591476e-05,1.7336184565674984e-06
2002-10-23,-7.046356161444223e-06,1.1676332727472705e-05,2.1623294895745104e-06
2002-10-24,-5.932311257561551e-06,1.1910723539343415e-05,2.9606548240801445e-06
2002-10-25,-4.7421874076469805e-06,1.2376270911662601e-05,3.9663231458098025e-06
2002-10-28,-3.294291646582792e-06,1.2342489783767618e-05,4.426067326868122e-06
2002-10-29,-4.268461138545732e-06,1.1945582055306048e-05,3.317479696396397e-06
2002-10-30,-4.885749530503247e-06,1.1954400343072713e-05,3.330017104841154e-06
2002-10-31,-5.694555548441116e-06,1.1423468440296958e-05,3.214257435657508e-06
2002-11-01,-7.179768600096281e-06,1.1354841104038726e-05,3.298557605391217e-06
2002-11-04,-7.139920896293006e-06,1.1129762910733199e-05,3.52147305604511e-06
2002-11-05,-5.728100125113045e-06,1.073921274208356e-05,3.294661053088177e-06
2002-11-07,-5.660923713124433e-06,1.0249975918918963e-05,3.0954945814398727e-06
2002-11-08,-5.490207186209517e-06,9.29683833561512e-06,2.5075267332530515e-06
2002-11-11,-4.291248098864386e-06,1.0346833854257831e-05,2.02472164378964e-06
2002-11-12,-5.309480432424962e-06,1.0161491321825089e-05,1.6628467744972397e-06
2002-11-13,-4.766371810793757e-06,1.0225864603419232e-05,4.823714584434313e-07
2002-11-14,-4.343964768338537e-06,1.0567981750142508e-05,2.186745159393766e-07
2002-11-15,-4.555544201423345e-06,1.033377293069293e-05,-3.67834850800719e-07
2002-11-18,-5.3307010385861275e-06,1.0222468038278976e-05,-1.1268392863250654e-06
2002-11-20,-4.590021955408474e-06,1.0499054982737732e-05,-1.2757264140628166e-06
2002-11-21,-3.3253944435873706e-06,1.0271152255936222e-05,-1.7099430991152076e-06
2002-11-22,-2.1454666643272446e-06,9.97944691294439e-06,-2.6106303938622233e-06
2002-11-25,-3.279723130855672e-06,9.612737673747596e-06,-3.176921631098395e-06
2002-11-26,-3.0726534416825046e-06,9.40574396324223e-06,-4.758753665123905e-06
2002-11-27,-2.4483221368054586e-06,9.425590819400753e-06,-5.992684991795727e-06
2002-11-28,-3.317426675808477e-06,9.16226611080706e-06,-6.7269283929860535e-06
2002-11-29,-2.1120621827019903e-06,9.06794118860077e-06,-6.859212090537525e-06
2002-12-02,-3.335688479877419e-06,8.691684861061866e-06,-9.171506897276416e-06
2002-12-03,-3.050794758374664e-06,9.388153621614492e-06,-9.281583686293615e-06
2002-12-04,-2.389028816551786e-06,9.833688737082014e-06,-8.12225005253353e-06
2002-12-05,-2.694963218141666e-06,9.611380008767156e-06,-7.737602475410554e-06
2002-12-06,-2.9720760708062954e-06,9.036178057586497e-06,-1.1330636717765685e-05
2002-12-09,-8.960864057439011e-07,9.367683415972827e-06,-9.130523849876226e-06
2002-12-10,-1.0905269451910726e-06,9.432693353517152e-06,-8.198088492727962e-06
2002-12-11,-9.483626890460783e-07,9.536098155127348e-06,-6.9943984954967675e-06
2002-12-12,-1.220225386067142e-06,9.544165625818835e-06,-8.548025869581366e-06
2002-12-13,-2.0022574402922544e-06,9.630243302138908e-06,-9.03910785932105e-06
2002-12-16,-1.5802756176963584e-06,9.862925967052405e-06,-8.947093745881318e-06
2002-12-17,-1.9907185691003804e-06,9.899139811642144e-06,-8.452579086437595e-06
2002-12-18,-2.6324603343841346e-06,9.924589956411545e-06,-9.50441016778214e-06
2002-12-19,-3.148716626322212e-06,1.0027007251278697e-05,-1.051168481969178e-05
2002-12-20,-4.536052207404495e-06,9.960325585423035e-06,-1.0945269167894622e-05
2002-12-23,-4.1384453453030545e-06,9.92349575268392e-06,-1.2099861834924397e-05
2002-12-24,-5.384213069614674e-06,9.7404255138267e-06,-1.3321306443270231e-05
2002-12-26,-5.447104438616179e-06,9.834372583505946e-06,-1.4521525152799697e-05
2002-12-27,-7.011517680011181e-06,9.829666500316137e-06,-1.4789319954022773e-05
2002-12-30,-8.021196124419205e-06,1.0044780859641556e-05,-1.3718820802699483e-05
2002-12-31,-6.808791819246096e-06,1.0012377341994672e-05,-1.2786876451009732e-05
2003-01-01,-5.4967513472004015e-06,1.029356888915256e-05,-1.1863989710425571e-05
2003-01-02,-5.553416159820301e-06,1.0359529157955016e-05,-1.1954489755439113e-05
2003-01-03,-4.928011824612e-06,1.0260051588106833e-05,-1.0721847259143047e-05
2003-01-06,-4.034956314624694e-06,1.0108862096402937e-05,-9.099655405631069e-06
2003-01-07,-2.908131662149316e-06,1.0241750754702572e-05,-8.749323834544853e-06
2003-01-08,-2.8571525976239798e-06,1.0349226061467931e-05,-9.451543434568777e-06
2003-01-09,-3.0981166636578905e-06,1.0218041154308466e-05,-9.750045689260745e-06
2003-01-10,-3.1531583342125913e-06,1.0954593732792617e-05,-7.646636830171971e-06
2003-01-13,-3.473518276120302e-06,1.1178232295794288e-05,-8.2921983424189e-06
2003-01-14,-4.35107912255539e-06,1.100864947123359e-05,-8.29547124592267e-06
2003-01-15,-3.236538746120843e-06,1.0944062607154414e-05,-7.667446384918009e-06
2003-01-16,-3.980647442780594e-06,1.0739163767037319e-05,-7.3587357771742745e-06
2003-01-17,-3.8395616206443606e-06,1.075925472426853e-05,-6.61798877321651e-06
2003-01-20,-2.926201096764558e-06,1.0624794666069803e-05,-6.730879734240247e-06
2003-01-21,-3.826527260608614e-06,1.0785039219474157e-05,-7.373606954130807e-06
2003-01-22,-3.7292433285873727e-06,1.0687306144840925e-05,-9.071861127418757e-06
2003-01-23,-3.3904019363095728e-06,1.0822763325202267e-05,-1.0382130357422525e-05
2003-01-24,-2.6977529858918103e-06,1.1114966859904207e-05,-1.1786254055623502e-05
2003-01-27,-1.8943597355214337e-06,1.1445115293495789e-05,-9.737253469310758e-06
2003-01-28,-2.5010010700210472e-06,1.1396860680634724e-05,-1.0690126890366969e-05
2003-01-29,-2.829366190004734e-06,1.1398209151192162e-05,-1.1140671101861344e-05
2003-01-30,-2.5541055193034623e-06,1.1536775004095112e-05,-1.0590509613050969e-05
2003-01-31,-2.9562618653056205e-06,1.1516582551385213e-05,-9.189555909783209e-06
2003-02-03,-2.9194861648207393e-06,1.1360714985420017e-05,-1.048641441925291e-05
2003-02-04,-2.5890757722191182e-06,1.142466941506104e-05,-1.1166543216312164e-05
2003-02-05,-2.039255995178735e-06,1.1554250921252951e-05,-1.1718082134404284e-05
2003-02-06,-2.602611823387946e-06,1.1254693895068613e-05,-1.3337043824224182e-05
2003-02-07,-3.693533425774831e-07,1.137892083769021e-05,-1.479095199674596e-05
2003-02-10,-3.5422710098487187e-07,1.161108979552683e-05,-1.5608178308701426e-05
2003-02-11,4.877670113367927e-07,1.1677281842592535e-05,-1.5565097349679036e-05
2003-02-12,1.0794508706890582e-06,1.1755457233753042e-05,-1.2505898417281003e-05
2003-02-14,1.5386365521674605e-06,1.187512019251713e-05,-1.211995236838348e-05
2003-02-17,7.638654276886925e-07,1.1604972763978871e-05,-1.4480546632889002e-05
2003-02-18,1.3097146898122247e-06,1.159562244690271e-05,-1.412838346404044e-05
2003-02-19,1.4249721175252361e-06,1.154449984308581e-05,-1.465004909473322e-05
2003-02-20,1.7274665813360457e-06,1.1538549431477918e-05,-1.5129506537148174e-05
2003-02-21,1.1480834265498174e-06,1.1533049304235377e-05,-1.5863013993255848e-05
2003-02-24,5.351386537233438e-07,1.1492685947800396e-05,-1.6595640677685708e-05
2003-02-25,1.3403189201843801e-06,1.1617533729690876e-05,-1.562513670094745e-05
2003-02-26,1.997643987894371e-06,1.1621178210186045e-05,-1.4043840717681277e-05
2003-02-27,1.8245572550590339e-06,1.1534272894131448e-05,-1.2577583787365398e-05
2003-02-28,2.400348258491114e-06,1.1420000235795591e-05,-1.3769271004715478e-05
2003-03-03,2.1833038562624196e-06,1.1471922225503306e-05,-1.3881975029050864e-05
2003-03-04,8.826252454463557e-07,1.1641690549235584e-05,-1.229912536349076e-05
2003-03-05,2.3785181582081094e-06,1.170625184143681e-05,-1.2083113060779027e-05
2003-03-06,3.1031963065863977e-06,1.1849739708802431e-05,-1.0065483178500756e-05
2003-03-07,3.7793609073411005e-06,1.2014271800864229e-05,-8.888026495457169e-06
2003-03-10,4.051045580544255e-06,1.2181904669228416e-05,-6.253900184161054e-06
2003-03-11,4.348270654097597e-06,1.2057455039293785e-05,-5.5805747583015375e-06
2003-03-12,4.556680361922361e-06,1.2128654891974122e-05,-2.594561847368837e-06
2003-03-13,4.1283734458774646e-06,1.22122272792069e-05,-4.538244861684859e-06
2003-03-17,3.825708243976322e-06,1.225933692827752e-05,-2.6508405051028916e-06
2003-03-19,3.8127765937812086e-06,1.2211932311267937e-05,-3.519751555769446e-06
2003-03-20,3.3074774536956397e-06,1.2053820010571314e-05,-4.483507616726001e-06
2003-03-21,3.474615042908802e-06,1.2003893886669559e-05,-3.4562855442121787e-06
2003-03-22,3.3725531577433188e-06,1.1939291668316976e-05,-3.978727457498721e-06
2003-03-24,3.5454533336976013e-06,1.2145929945028833e-05,-3.6538903431804215e-06
2003-03-25,3.725174348545579e-06,1.2162916723124084e-05,-4.052015061040137e-06
2003-03-26,3.4119908831620194e-06,1.215590352299234e-05,-2.93662987815857e-06
2003-03-27,3.4935870386609835e-06,1.2184420571159649e-05,-2.575605348775767e-06
2003-03-28,3.2032119746672194e-06,1.2165354442372767e-05,-1.780508900095512e-06
2003-03-31,4.111158681152638e-06,1.2519227173379832e-05,-6.445452567227505e-07
2003-04-01,4.05749735843397e-06,1.242098510301215e-05,-6.928838975905904e-07
2003-04-02,3.928869096614385e-06,1.224092047025227e-05,3.502443914893405e-07
2003-04-03,3.3664748053663374e-06,1.210014658381553e-05,-4.182014874398732e-07
2003-04-04,2.6528970533679086e-06,1.1988092460279987e-05,-3.777667969551146e-07
2003-04-07,2.6796995762357056e-06,1.178134059520719e-05,-2.0086101728544747e-06
2003-04-08,3.075630132465257e-06,1.1841312094085232e-05,-1.3527382045630532e-06
2003-04-09,3.333010700434791e-06,1.1919514253500019e-05,-8.07924065426846e-07
2003-04-10,4.560834210853848e-06,1.235553677836343e-05,6.629734938812248e-07
2003-04-11,5.172744941384089e-06,1.2194195694759102e-05,2.081241034179726e-06
2003-04-15,5.369541541067058e-06,1.2160861435961401e-05,2.1728585176683524e-06
2003-04-16,5.244278875937702e-06,1.210486167968483e-05,2.4441677890507663e-06
2003-04-17,5.411010693290308e-06,1.2557951323488581e-05,4.145080924500277e-06
2003-04-21,4.709178416217874e-06,1.250836621480289e-05,4.185943523138391e-06
2003-04-22,4.987020715496726e-06,1.2550735862038032e-05,4.372138548869309e-06
2003-04-23,5.44590067885764e-06,1.2642242109284219e-05,4.823088556760169e-06
2003-04-24,4.758872834687011e-06,1.2615760321965652e-05,4.3941282764636824e-06
2003-04-25,4.9980388361348105e-06,1.2476477819989285e-05,5.8320080633667e-06
2003-04-28,4.7943936665184594e-06,1.2168730270434303e-05,4.974653678324614e-06
2003-04-29,4.971019261224008e-06,1.1984935719633327e-05,5.287016498267683e-06
2003-04-30,4.381130434438774e-06,1.1888270254001299e-05,5.598871252288085e-06
2003-05-02,4.113206945821624e-06,1.1398180291166682e-05,5.974373602724015e-06
2003-05-05,3.001536713842512e-06,1.0962159663452375e-05,4.532348723662594e-06
2003-05-06,3.222847302808418e-06,1.1307928858950156e-05,3.4065704036523314e-06
2003-05-07,3.552609240342619e-06,1.1027398437613023e-05,2.7121508877625544e-06
2003-05-08,3.922093400721138e-06,1.1010793695809262e-05,3.3541976742768043e-06
2003-05-09,4.209883773365064e-06,1.0122614366281368e-05,2.3035974122675995e-06
2003-05-12,4.1547712417155935e-06,9.508433318483611e-06,2.4632360838827694e-06
2003-05-13,3.923052807941474e-06,1.0096455280605987e-05,3.4772783086278736e-06
2003-05-14,3.828095448410451e-06,1.0410312904385322e-05,3.225997315836615e-06
2003-05-15,2.85645236797194e-06,9.450640504615748e-06,1.7851268040436352e-06
2003-05-16,2.4336327434371086e-06,9.437477543894346e-06,6.559862236743541e-07
2003-05-19,2.602035994114793e-06,9.207631355034884e-06,1.5306032585815643e-07
2003-05-20,1.6594042622219973e-06,7.922958710770978e-06,-2.667918815424386e-06
2003-05-21,9.634431554772505e-07,6.917028033792683e-06,-1.218928149748777e-06
2003-05-22,5.28494694895798e-07,7.021788443362098e-06,-2.042489646969514e-06
2003-05-23,-7.721718788822329e-07,6.7812017131574365e-06,-1.4684962008626457e-06
2003-05-26,-3.2040217916584623e-06,6.138737045024989e-06,-2.0109152616409887e-06
2003-05-27,-2.6895700653284393e-06,6.099234142520338e-06,-8.688595953820766e-07
2003-05-28,-3.8172828416005444e-06,5.1649205931036946e-06,-2.2808002559937535e-06
2003-05-29,-2.0736257364539767e-06,3.485234340683263e-06,-2.9894101907235182e-06
2003-05-30,-2.690268450900035e-06,2.977476735499529e-06,-3.3134000414491993e-06
2003-06-02,-4.402169996087224e-06,2.992321474715176e-06,-3.818302886982039e-06
2003-06-03,-4.077272740099502e-06,3.2582612689013857e-06,-4.715016347134338e-06
2003-06-04,-5.293077566026483e-06,2.8637966361655387e-06,-6.202749853079226e-06
2003-06-05,-5.543138442920537e-06,3.540129083656751e-06,-6.840426267196165e-06
2003-06-06,-4.992615808996348e-06,4.379827174161299e-06,-7.196422214361675e-06
2003-06-09,-4.723103388837302e-06,4.96637165370295e-06,-9.245885584485691e-06
2003-06-10,-2.9614855530102346e-06,5.023380179158821e-06,-8.240541892634567e-06
2003-06-11,-3.583797419270951e-06,5.554936798657373e-06,-9.619518168468844e-06
2003-06-12,-5.04596956019121e-06,5.798447152205455e-06,-1.3644840002102754e-05
2003-06-13,-4.1316230143806365e-06,6.103131228285541e-06,-1.5320601917334642e-05
2003-06-16,-2.5387756033001807e-06,6.329557648121487e-06,-1.3833939483509639e-05
2003-06-17,-3.569527722735444e-06,6.21524798560813e-06,-1.9320339107009588e-05
2003-06-18,-4.169399608233704e-06,5.938383831893823e-06,-1.9154337537186095e-05
2003-06-19,-4.3192262950686455e-06,5.393817837373582e-06,-1.9219684556759375e-05
2003-06-20,-4.341117695538799e-06,5.1617458184383125e-06,-2.5355008044014582e-05
2003-06-23,-4.357735017945785e-06,5.800996588423146e-06,-2.502405258164586e-05
2003-06-24,-5.141717420054093e-06,5.973283008997576e-06,-1.882694210886271e-05
2003-06-25,-5.6719145076211674e-06,6.122682193021589e-06,-2.266842682763226e-05
2003-06-26,-6.196694105620182e-06,6.351464518439265e-06,-2.776512144331278e-05
2003-06-27,-6.755117702539337e-06,6.330999677950366e-06,-3.122025449453503e-05
2003-06-30,-7.382162968694317e-06,5.547822214291287e-06,-3.332047316062514e-05
2003-07-01,-8.1730657268686e-06,5.782870590609335e-06,-2.859752582806685e-05
2003-07-02,-7.890143991273746e-06,5.21156001709322e-06,-2.6901361042552807e-05
2003-07-03,-7.934931559372416e-06,4.822749056221376e-06,-2.860663679160602e-05
2003-07-04,-7.174968224887834e-06,4.705178929143017e-06,-2.4555105849755066e-05
2003-07-07,-7.663776281585655e-06,4.815620716636104e-06,-2.6308648541695234e-05
2003-07-08,-7.315816116904017e-06,5.052258363780204e-06,-2.740991867278275e-05
2003-07-09,-6.573665740639001e-06,5.161963038236017e-06,-2.8114915381349803e-05
2003-07-10,-6.9597867822235315e-06,5.313832509235006e-06,-3.263200772885e-05
2003-07-11,-6.59766694233177e-06,5.4625871852564956e-06,-2.9257563688878108e-05
2003-07-14,-7.1081676646933545e-06,5.298562616884439e-06,-2.89049331914093e-05
2003-07-15,-7.119518101950106e-06,5.418909319931942e-06,-2.6590868612119678e-05
2003-07-16,-8.54556853369104e-06,5.0039553491920685e-06,-2.5781144043390825e-05
2003-07-17,-7.428260869524195e-06,5.244010064076043e-06,-2.307351497443655e-05
2003-07-18,-7.079933344700251e-06,5.441530690264429e-06,-2.355690116817577e-05
2003-07-21,-6.924056728641048e-06,6.339456716464298e-06,-2.094914881789478e-05
2003-07-22,-7.080559136563025e-06,6.242957346414002e-06,-2.0035167030085788e-05
2003-07-23,-6.630151079045632e-06,5.940165962226018e-06,-1.793702091812399e-05
2003-07-24,-7.8845115056847e-06,5.08616171235321e-06,-1.9608330747544755e-05
2003-07-25,-1.0641143141087994e-05,4.2871577091707636e-06,-2.2891142827052846e-05
2003-07-28,-1.0165918782112371e-05,3.6341275213569446e-06,-2.425863333144207e-05
2003-07-29,-1.1445677325028214e-05,3.338958585508145e-06,-2.4765108899593713e-05
2003-07-30,-1.2329610156847082e-05,2.35015365257496e-06,-2.928177376260166e-05
2003-07-31,-1.4375063125626752e-05,1.5177813006417296e-08,-3.102746878580476e-05
2003-08-01,-1.5611208609156435e-05,1.1912249470169556e-06,-3.39289074404725e-05
2003-08-04,-1.783500274155081e-05,-4.6121617103267454e-07,-3.2448912275606645e-05
2003-08-05,-1.692346194559491e-05,8.263388335816302e-07,-2.9489724407749662e-05
2003-08-06,-1.653684798452737e-05,9.076422906595383e-07,-2.8997538855657368e-05
2003-08-07,-1.8004961805706543e-05,-1.7891599246588896e-07,-3.122023061385981e-05
2003-08-08,-1.8795969082274766e-05,-1.3075221738656495e-06,-3.636664345485485e-05
2003-08-11,-1.9326420569232283e-05,-1.6455867726250517e-06,-3.771267280616719e-05
2003-08-12,-1.8918660544819943e-05,-2.117156455039293e-06,-3.627397329797333e-05
2003-08-13,-2.1366881426398976e-05,-3.4325581879102174e-06,-3.821963943617668e-05
2003-08-14,-2.061882343240562e-05,-3.5448601589660456e-06,-3.832112931689835e-05
2003-08-18,-2.1455123569324996e-05,-3.1797109272257984e-06,-4.192773178846032e-05
2003-08-19,-2.038771426571273e-05,-2.5481777019553675e-06,-4.3180663147346365e-05
2003-08-20,-2.099272796685092e-05,-3.5875906019278148e-06,-4.523640713216537e-05
2003-08-21,-2.109028662222734e-05,-4.496430211053948e-06,-4.505231247575736e-05
2003-08-22,-2.1564647820326854e-05,-4.66284847444598e-06,-4.666763102201266e-05
2003-08-25,-1.8651210102582638e-05,-2.107274726048658e-06,-4.5052226705033505e-05
2003-08-26,-2.1237100325199876e-05,-4.007540252981556e-06,-5.244179988705966e-05
2003-08-27,-2.3398947942565584e-05,-4.206374566884108e-06,-5.321721313600314e-05
2003-08-28,-2.288773246705844e-05,-3.6307054225304114e-06,-4.857174201888803e-05
2003-08-29,-2.3375128491709418e-05,-3.8110470010899178e-06,-5.192158203981556e-05
2003-09-01,-2.5761891280895455e-05,-4.619737390854084e-06,-5.334099202736198e-05
2003-09-02,-2.6009394560544408e-05,-4.026515007637954e-06,-5.1237220541677786e-05
2003-09-03,-2.517292332693266e-05,-3.2025734906238057e-06,-4.878758719506493e-05
2003-09-04,-2.418340698784327e-05,-3.7961873697867077e-06,-5.3358708623107987e-05
2003-09-05,-2.4986129498749676e-05,-4.315435434110171e-06,-5.4509097837440734e-05
2003-09-08,-2.6621199747944857e-05,-4.492385815346722e-06,-6.074039436332335e-05
2003-09-09,-2.5756021980516408e-05,-3.7297698380900357e-06,-5.818253089384662e-05
2003-09-10,-2.605989958781585e-05,-2.963781015719036e-06,-5.809837693715458e-05
2003-09-11,-2.7185418656872073e-05,-2.914915536056384e-06,-5.578853268350947e-05
2003-09-12,-2.687948199175949e-05,-1.8516076367713907e-06,-4.988033420483262e-05
2003-09-15,-2.4231402631080812e-05,-4.0233230080843896e-07,-4.4330397446668e-05
2003-09-16,-2.538709448374199e-05,-8.604374515108759e-07,-4.5792750213102806e-05
2003-09-17,-2.4832691116305483e-05,-2.786520583164531e-07,-4.399424108125771e-05
2003-09-18,-2.3300888960076094e-05,9.716110761504027e-07,-4.2156530993819885e-05
2003-09-19,-2.328911137183809e-05,5.333728708700747e-07,-4.004276234637061e-05
2003-09-22,-2.3361868064952773e-05,7.06955795570785e-07,-3.854468646324882e-05
2003-09-23,-2.5814049966932373e-05,-1.092866282803584e-06,-4.1011284970249307e-05
2003-09-24,-2.843874806801594e-05,-4.0838305912505035e-06,-4.427660631400876e-05
2003-09-25,-2.8054315113434924e-05,-4.890747683061747e-06,-4.443336838733103e-05
2003-09-26,-3.0022443042510005e-05,-4.720698713267524e-06,-4.649650425569973e-05
2003-09-29,-3.0993930584921614e-05,-6.300245869672594e-06,-4.826630084986405e-05
2003-09-30,-3.1798982995212555e-05,-9.447854945277001e-06,-4.694495890578132e-05
2003-10-01,-3.151659240940852e-05,-7.41321297437203e-06,-4.41887792976825e-05
2003-10-03,-3.464520389973025e-05,-9.442163661610437e-06,-4.5674747722657116e-05
2003-10-06,-3.771863041679424e-05,-9.72576170110706e-06,-4.8398653843317874e-05
2003-10-07,-3.7747954398037464e-05,-1.0798555920787933e-05,-5.1124034695204656e-05
2003-10-08,-3.793065359247727e-05,-1.0736573710312669e-05,-5.113656001509703e-05
2003-10-09,-3.733411559103672e-05,-1.1327614576561729e-05,-6.462469844858987e-05
2003-10-10,-3.693067547194673e-05,-1.0931485394438667e-05,-6.391359374990913e-05
2003-10-13,-3.9363805247383254e-05,-1.2603264943011894e-05,-6.028210099762177e-05
2003-10-14,-3.698545306529688e-05,-1.1711749223763945e-05,-6.315880304574861e-05
2003-10-15,-3.568897992933806e-05,-1.3329681213702926e-05,-6.331660915215309e-05
2003-10-16,-3.670256770393898e-05,-1.5751622943316335e-05,-6.783685728173339e-05
2003-10-17,-3.762934581397204e-05,-1.806004926385718e-05,-7.309093111063092e-05
2003-10-20,-3.5859675020510906e-05,-1.62828161498485e-05,-6.557913378069102e-05
2003-10-21,-3.33854109930698e-05,-1.71056179867346e-05,-6.376867174795464e-05
2003-10-22,-3.283717217494875e-05,-1.6169681995359397e-05,-6.223181609232853e-05
2003-10-23,-3.3649686522085887e-05,-1.7099440530854437e-05,-6.258082318577607e-05
2003-10-24,-3.6072781984364255e-05,-1.998075332942939e-05,-7.050234917915787e-05
